contractor_name,license_number,specialty,permit_count,total_project_value
BETTER HOMES LLC,BETTEHL764KB,General Contractor,1,175000
BEYERS CONSTRUCTION INC,BEYERCI142JC,General Contractor,1,20000
BFC CONSTRUCTION INC,BFCCOCI812O3,General Contractor,1,200000
BI HOMES INC,BIHOMHI816OP,General Contractor,1,121169
BIG CONSTRUCTION LLC,BIGCOCL830CN,General Contractor,1,8492
BILL WHEELER CONST CO INC,BILLWCC950JE,General Contractor,1,500000
BJBL Construction Company,BJBLGGC828P2,Single Family/Duplex,1,201197
BLACK DIAMOND NORTH LLC,BLACKDN785CP,General Contractor,1,175000
BLACKROCK INDUSTRIES LLC,BLACKIL941QZ,General Contractor,1,30000
BLANKET: MARKET PLACE OFFICE,,Commercial,1,150000
BLESS HOMES LLC,BLESSHL815D7,General Contractor,1,207464
BLUE HAMMER CONSTRUCTION LLC,BLUEHHC801J7,General Contractor,1,450000
BLUE LINE HOME CNST INC,BLUELLH823M7,General Contractor,1,11855
BLUE ROCK CONSTRUCTION LLC,BLUERRC772BT,General Contractor,1,350000
BNB CONTRACTORS LLC,BNBCOC*785OA,General Contractor,1,9000
BNB GENERAL CONTRACTOR LLC,BNBGEGC785BC,General Contractor,1,932000
BNBuilders,,Multifamily,1,2622128
BRANHAM S,BRANHS*827PJ,General Contractor,1,194452
BRIAN FORD WORKS LLC,BRIANFW759M9,General Contractor,1,17323
BRIDGE STREET TRADING CO LLC,BRIDGST803LB,General Contractor,1,92800
BRIGHT STREET CONSTRUCTION INC,BRIGHSC992R8,General Contractor,1,8000
BRIGHTWORK BUILDERS LLC,BRIGHBL900L8,General Contractor,1,30000
BROWN DOG HOME REMODEL LLC,BROWNDH771N2,General Contractor,1,100000
BRUCE CONSTR CMPNY BLC LLC,BRUCECC761CF,General Contractor,1,50000
BRUMFIELD CONSTRUCTION INC,BRUMFCI114K4,General Contractor,1,400
BRUTSKY BUILDS LLC,BRUTSBL783ON,General Contractor,1,170153
BT HUFF REMODEL & REPAIRS,BTHUFHR802RZ,General Contractor,1,2165
BUILDER LAND LLC,BUILDLL853OD,General Contractor,1,9050
BUILDER NICK LLC,BUILDNL775R8,General Contractor,1,50000
BUILDING & OUTDOOR SOLUTIONS,BUILDOS756L7,General Contractor,1,10000
BUILDING INNOVATIONS NW INC,BUILDIN861RW,General Contractor,1,10000
BUILDWISE CONST & RMDL LLC,BUILDCR776OQ,General Contractor,1,4000
BUILDXPERTS INC,BUILDI*772Q7,General Contractor,1,30000
BUILT NW LLC,BUILTNL801K6,General Contractor,1,450000
BUSINESS INTERIORS NW INC,BUSININ931LG,General Contractor,1,60000
BUSSE CONSTRUCTION LLC,BUSSECL850MU,General Contractor,1,46181
BUTLER CONSTRUCTION LLC,BUTLECL861NE,General Contractor,1,200000
BYD Construction LLC,BYDCOCL843CZ,Single Family/Duplex,1,48000
BZR REMODELING LLC,BZRRERL770LA,General Contractor,1,25000
Baldwin General Contrng Inc,BALDWGC884PA,General Contractor,1,1636036
Ball & Son Excavation LLC,BALLSSE891Q2,General Contractor,1,0
Bayra Amarsaikhan,TSGRERL831P3,Single Family/Duplex,1,10000
Ben Davidson,PREMICR939QR,Single Family/Duplex,1,244040
Ben Wieczorek,ARBORCC922J9,Single Family/Duplex,1,500000
"Benchmark Building Solutions, Inc",BENCHBS768P9,Commercial,1,275000
Bill Sweeney,BNBUII*990K3,Commercial,1,25000
Brian Hager,CATALCI991CW,Single Family/Duplex,1,20000
Bruce Hardy Const & Srvcs LLC,BRUCEHC884JC,General Contractor,1,25000
Builtwell Co,,Single Family/Duplex,1,86000
C & R CONSTRUCTION,CRCON**071L8,General Contractor,1,250000
C W CARPENTRY SERVICES LLC,CWCARWC806RF,General Contractor,1,10000
CALLAWAY & SONS EXCAVATING INC,CALLASE931C2,General Contractor,1,600000
CANRIGHT CONSTRUCTION LLC,CANRICL870N9,General Contractor,1,149777
CANTILEVER CONSTRUCTION LLC,CANTICL752L4,General Contractor,1,20000
CARLY GRAY DESIGN LLC,CARLYGD762CL,General Contractor,1,150000
CARMONA CONSTRUCTION FRMNG LLC,CARMOCF772JP,General Contractor,1,55000
CARRIS CONSTRUCTION LLC,CARRICL747CS,General Contractor,1,300000
CARROLL CONSTRUCTION INC,CARROCI055LO,General Contractor,1,120000
CASA SERVICES CORP,CASASSC775R8,General Contractor,1,30000
CASCADE ECOLOGY LLC,CASCAEL811QD,General Contractor,1,50000
CASPERS BUILT LLC,CASPEBL854B6,General Contractor,1,60000
CATO CONSTRUCTION LLC,CATOCCL827OL,General Contractor,1,200000
CDM CONSTRUCTION INC,CDMCOCI761B2,General Contractor,1,1163520
CENTURION HOME SERVICES LLC,CENTUHS948MC,General Contractor,1,256106
CENTURY RENOVATIONS LLC,CENTURL805PB,General Contractor,1,3000
CESAR CM CONSTRUCTION LLC,CESARCC825RK,General Contractor,1,200000
CH 1312 DEV LP,CH1311D755P7,General Contractor,1,2484123
CH 914 DEV LP,CH9149D760MT,General Contractor,1,300000
CHAPMAN CONSTRUCTION LLC,CHAPMCL845C9,General Contractor,1,40000
CHUNG CONSTRUCTION LLC,CHUNGCL743KA,General Contractor,1,10000
CIM Construction LLC,CIMCOCL895CW,General Contractor,1,10000
CITIZENS CONSTRUCTION LLC,CITIZCL770K5,General Contractor,1,15000
CITY BEE DECK & RAILING,CITYBBD748JL,General Contractor,1,10935
CLARK CONSTRUCTION INC,CLARKCI788KZ,General Contractor,1,532795
CLASSIC REMODELING NW INC,CLASSRN916MZ,General Contractor,1,300000
CLEARWATER PROPERTIES LLC,CLEARPL779PP,General Contractor,1,138533
COASTLINE CONSTRUCTION LLC,COASTCL821J7,General Contractor,1,613000
COLO PAINTING & REMODELING LLC,COLOPPR833DZ,General Contractor,1,4500
COLOR & ARCHES CORPORATION LLC,COLORAC906R7,General Contractor,1,50000
COLVICO INC,COLVII*072JH,General Contractor,1,350000
COME HOME,COMEHH*864OQ,General Contractor,1,225000
COMMERCIAL INDSTRL ROOFING INC,COMMEI*205JJ,General Contractor,1,20000
COMMERCIAL RETAIL SERVICES LLC,COMMERS891R2,General Contractor,1,35000
COMMON GROUND LLC,COMMOGL772PO,General Contractor,1,20000
COMPLETION PROJECTS CONST LLC,COMPLPC769CB,General Contractor,1,22000
CONCRETE CONSTRUCTION NW INC,CONCRCN024K6,General Contractor,1,350000
CONCRETE CULTURE LLC,CONCRCL790N5,Single Family/Duplex,1,15000
CONCRETE DREAMS LLC,CONCRDL787R8,General Contractor,1,75000
CONSTANTLY BUILDING INC,CONSTBI842RA,General Contractor,1,180000
CONSTRUCTION CONTRACTORS INC,CONSTCI921RH,General Contractor,1,1084750
CONSTRUCTIVE ENERGY INC,CONSTEI110JJ,General Contractor,1,207870
CONTECH SERVICES INC,CONTESI838DO,General Contractor,1,300000
CONVEY PLUMBING,CONVEP*793OO,General Contractor,1,20000
CORNELL'S QUALITY CONSTR INC,CORNEQC055KH,General Contractor,1,25094
CORNER 2 CORNER BUILDERS LLC,CORNE2C792K5,General Contractor,1,824000
CORNERSTONE CONSTRUCTORS LLC,CORNECL887LM,General Contractor,1,75000
CORNERSTONE GENERAL CONTRS INC,CORNEGC970J3,General Contractor,1,1087000
CP VIII OVERLAKE LLC,CPVIIVO764CW,General Contractor,1,2000
CP3 HOME SOLUTIONS LLC,CP3HOHS769LD,General Contractor,1,351895
CR MILLS CONSTRUCTION LLC,CRMILMC759BM,General Contractor,1,200000
CRAFTED DESIGN BUILD LLC,CRAFTDB844Q8,General Contractor,1,200000
CRAFTSIDE CONSTRUCTION LLC,CRAFTCL816LK,General Contractor,1,63492
CRAFTSMAN BUILDERS LLC,CRAFTBL855DZ,General Contractor,1,5000
CRE8IV WORKS INC,CRE8IWI971LL,General Contractor,1,75000
CREATIVE MAKEOVERS & RMDL LLC,CREATMR940N4,General Contractor,1,1400000
CREOWORKS,CREOW**871J4,General Contractor,1,10000
CROWE BUILDING SPECIALTIES INC,CROWEBS202NF,General Contractor,1,70000
CRUVER'S CONTRACTING LLC,CRUVECL784K7,General Contractor,1,100594
CUMMINS HANDYPRO LLC,CUMMIHL803D6,General Contractor,1,10400
CUNNINGHAM ENTERPRISES,CUNNIE*778C8,General Contractor,1,20000
CURTIN WOODWORKS,CURTIW*002M7,General Contractor,1,80000
CUSTOM CRAFT & MECHANICAL LLC,CUSTOCM760P3,General Contractor,1,200000
CUSTOM LISTING SOLUTIONS LLC,CUSTOLS763P2,General Contractor,1,13000
CUSTOM ROSE CONSTRUCTION LLC,CUSTORC829O5,General Contractor,1,80017
CW WOLFF CONSTRUCTION LLC,CWWOLWC940MS,General Contractor,1,125000
Cambium Landscapes,CAMBII*020KG,Single Family/Duplex,1,9500
Chester F Weir,,Single Family/Duplex,1,100027
Cory Turk,,Multifamily,1,200000
D HILL CONSTRUCTION LLC,DHILLHC816P8,General Contractor,1,567409
D M E CONSTRUCTION INC,DMECOI*996CH,General Contractor,1,394233
D M G Development LLC,DMGDEMG863KW,General Contractor,1,94148
D ROWLAND CONSTRUCTION INC,DROWLRC807M3,General Contractor,1,200183
D&M DRYWALL & PAINTING,DMDRYDP837CZ,General Contractor,1,21000
D' QUALITY STRUCTURES LLC,DQUALQS839LL,General Contractor,1,38400
DACO CORPORATION,DACOC**012NC,General Contractor,1,51240
DACODA HOMES INC,DACODHI842BL,General Contractor,1,750000
DAD SIDING,DADSIS*961L5,General Contractor,1,750000
DAIZY DESIGN & BUILD,DAIZYDB782JL,General Contractor,1,268555
DAMSKOV CONSTUCTION LLC,DAMSKCL877DN,General Contractor,1,12633
DANG DANG HOME RENOVATION LLC,DANGDDH759BM,General Contractor,1,200000
DAVE WEST CREATIONS LLC,DAVEWWC956MQ,General Contractor,1,155045
DAVES BUDGET DEMOLITION INC,DAVESBD812M2,General Contractor,1,0
DAVID A NICE BUILDERS INC,DAVIDNB044QL,General Contractor,1,297450
DAVID WU,,Single Family/Duplex,1,195099
DAVIS BACKHOE SERVICE LLC,DAVISBS931D8,General Contractor,1,0
DAVIS BUILT HOMES LLC,DAVISBH895JH,General Contractor,1,700000
DAWNING CONSTRUCTION LLC,DAWNICL764CE,General Contractor,1,10000
DAYSPRING CONSTRUCTION INC,DAYSPCI963C7,General Contractor,1,50000
DC PRECISION CONSTRUCTION LLC,DCPREPC750MW,General Contractor,1,52000
DE LEON GENERAL CONTRACTOR LLC,DELEOLG823PR,General Contractor,1,23425
DEEP ROOTS BUILDERS LLC,DEEPRRB784DH,General Contractor,1,200000
DELTA PAVERS LLC,DELTAPL860P3,General Contractor,1,35000
DESIGN+BUILD,DESIG**781R8,General Contractor,1,166131
DESIGNER CONCEPTS RMDLNG INC,DESIGCR800KN,General Contractor,1,10000
DESIGNTHEORY LLC,DESIGL*782KP,General Contractor,1,80000
DEWITT CONSTRUCTION,DEWITC*055MO,General Contractor,1,2000
DEX HOMES LLC,DEXHOHL762DH,General Contractor,1,30000
DH LAND PROS,DHLANLP843D4,General Contractor,1,100000
DIAMOND BUILD CORP,DIAMOBC796LQ,General Contractor,1,50000
DIG RIGHT LLC,DIGRIRL758Q6,General Contractor,1,40000
DIMENSIONAL SERVICES LLC,DIMENSL972PG,General Contractor,1,33275
DIVERSIFIED NORTHWEST INC,DIVERNI032D5,General Contractor,1,5000
DJ CONTRACTING SERVICES,DJCONCS820CN,General Contractor,1,10000
DJ GENERAL CONTRACTOR LLC,DJGENGC764C2,General Contractor,1,25000
DM Pacific LLC,DMPACPL902JT,General Contractor,1,210000
DMG REMODEL LLC,DMGRERL791NP,General Contractor,1,35000
DO IT ALL DRW PRF HDY SVCS LLC,DOITAIA825PA,General Contractor,1,70000
DOCTOR CONSTRUCTION CO,DOCTOCC062RK,General Contractor,1,120000
DOLEN CONSTRUCTION LLC,DOLENCL761N6,General Contractor,1,54794
DONE RIGHT PLMBG & SWR RPR LLC,DONERRP852N5,General Contractor,1,38855
DONICON COMPANY,DONICC*8845P,General Contractor,1,20000
DORAN CONSTRUCTION LLC,DORANCL840BN,General Contractor,1,100000
DOVECREST CO LLC,DOVECCL755NA,General Contractor,1,350000
DOW CONSTRUCTION,DOWCOC*747BH,General Contractor,1,250000
DRAGONFLY DESIGN BUILD INC,DRAGODB821DW,General Contractor,1,294695
DREAM HOME CONSTRUCTION INC,DREAMHC817B4,General Contractor,1,150000
DREAM REMODELING LLC,DREAMRL782LT,General Contractor,1,20000
DS CUSTOM CONSTRUCTION LLC,DSCUSCC823B2,General Contractor,1,30000
DSL CONTRACTING SERVICES LLC,DSLCOCS855QZ,General Contractor,1,50000
Dallas Legendre,FACILMM771DA,Multifamily,1,500000
Dowbuilt,,Single Family/Duplex,1,320000
Duvlas Rivas,RIVASIP784LS,Single Family/Duplex,1,207424
E M PRECISION LLC,EMPREL*981LO,General Contractor,1,100000
E&G ALL IN ONE CONST LLC,EGALLAO753BT,General Contractor,1,80000
E&K SOLUTIONS LLC,EKSOLSL744C7,General Contractor,1,16000
EAGLE ASPHALT SEALCTNG CO LLC,EAGLEAS979KR,General Contractor,1,40000
EAGLE HOME SERVICES LLC,EAGLEHS812BU,General Contractor,1,6000
EAGLE REMODEL & CNSTRCTN LLC,EAGLERC825NZ,General Contractor,1,111630
EAGLE ROCK LANDSCAPING INC,EAGLERL883J7,General Contractor,1,25000
EAST RIDGE CONSTRUCTION LLC,EASTRRC786LS,General Contractor,1,50000
EASTON SERVICES CORPORATION,EASTOSC764QL,General Contractor,1,525700
EASTSIDE EXCAVATION LLC,EASTSEL764RT,General Contractor,1,250000
EASTSIDE EXTERIORS LLC,EASTSEL771QF,General Contractor,1,70000
EASTSIDE KITCHEN & BATH,EASTSKB848JQ,General Contractor,1,200000
EASYBUILDING LLC,EASYBL*773N5,General Contractor,1,2400
ECKMANN DESIGN BUILD INC,ECKMADB081M7,General Contractor,1,100000
ECR CONSTRUCTION LLC,ECRCOCL812KP,General Contractor,1,40000
EDEN CUSTOM BUILDERS,EDENCCB918NS,General Contractor,1,12600
EDGE BUILT LLC,EDGEBBL851MB,General Contractor,1,50000
EDGE DESIGN & BUILD LLC,EDGEDBL990NB,General Contractor,1,15000
EFFICIENT BUILDERS LLC,EFFICBL797KP,General Contractor,1,185000
EIDE CONST INC OF BELLEVUE,EIDECIB092NK,General Contractor,1,14000
ELEMENTS HOSPITALITY,ELEMEH*884NZ,General Contractor,1,54286
ELEVATE CLIMBING WALLS LLC,ELEVACW799BL,General Contractor,1,300000
ELEVATE EXTERIORS,ELEVAE*755LB,General Contractor,1,10000
ELITE TILE & REMODEL LLC,ELITETR784QS,General Contractor,1,40000
ELKO CONSTRUCTION LLC,ELKOCCL944CL,General Contractor,1,30000
ELLENSBURG SOLAR LLC,ELLENSL891RL,General Contractor,1,41400
EMERALD CITY ENERGY INC,EMERAI*034KG,General Contractor,1,55000
EMMANUEL HOME SERVICES LLC,EMMANHS828OJ,General Contractor,1,100000
ENEMY WOODWORKS LLC,ENEMYWL769N9,General Contractor,1,100000
ENGEL CONSTRUCTION LLC,ENGELCL950M3,General Contractor,1,20000
ENTROWORKS LLC,ENTROL*943JF,General Contractor,1,60000
ENVIRONMENTAL CONSTRUCTION INC,ENVIRCI025BA,General Contractor,1,10570
ENVIROTECTURE,ENVIR**176M9,General Contractor,1,332392
EPPERSTONE HOMES LLC,EPPERHL804MM,General Contractor,1,247155
ERC CONSTRUCTION LLC,ERCCOCL813RJ,General Contractor,1,88249
ERGO LLC,ERGO*L*755R2,General Contractor,1,217959
EVANS PAINTING & CONST LLC,EVANSPC845BG,General Contractor,1,60000
EVERGREEN CONCRETE CUTTING INC,EVERGCC945CP,General Contractor,1,3000
EVERGREEN KINGSTN CNSTRCTN LLC,EVERGKC765BD,General Contractor,1,75000
EVERGROWTH CONSTRUCTION  LLC,EVERGCL815Q7,General Contractor,1,10000
EXPRESS SET FIXTURES LLC,EXPRESF851DL,General Contractor,1,500000
EXTERIOR CREW CO LLC,EXTERCC893PD,General Contractor,1,60000
EXTERRA EXCAVATION INC,EXTEREI824LD,General Contractor,1,20000
EXTREME CONSTRUCTION LLC,EXTRECL861JG,General Contractor,1,15000
Emerald City Construction & Renovations,EMERACC826PR,Single Family/Duplex,1,286250
Eran Hagiladi,,Single Family/Duplex,1,80000
Eric Mastor,SCHULMI114NC,Commercial,1,50000
FALCON CONSTRUCTION SERVICES,FALCOCS798CZ,General Contractor,1,20000
FATHOM PNW LLC,FATHOPL743C7,General Contractor,1,9570
FEATURED KITCHEN & BATH INC,FEATUKB939Q8,General Contractor,1,273995
FENIX DESIGN BUILD LLC,FENIXDB762PM,General Contractor,1,60000
FERGUSON CONSTRUCTION INC,FERGUCI000LA,General Contractor,1,30000
FERRERA'S PAINTING LLC,FERREPL771MC,General Contractor,1,84088
FIELDTURF USA INC,FIELDUI955JH,General Contractor,1,416000
"FISCHER PLUMBING CO INC, THE",FISCHPC131R1,General Contractor,1,4000
FIVE STAR GLOBAL BUILDERS INC,FIVESSG866RJ,General Contractor,1,760500
FONCECA & SON PAINTING LLC,FONCESP791PD,General Contractor,1,68000
FOREDECK BUILDERS LLC,FOREDBL779OO,General Contractor,1,70000
FORTNA CONTRACTING LLC,FORTNCL774KE,General Contractor,1,70000
FORTRESS BUILDERS INC,FORTRBI786NQ,General Contractor,1,7139
FOSS CONTRACTING LLC,FOSSCL*993M7,General Contractor,1,40000
FRADKIN FINE CONSTRUCTION INC,FRADKFC887MU,General Contractor,1,150000
FRANCO GENERAL CONTRACTOR,FRANCGC841LM,General Contractor,1,96135
FRIENDLY FRAMING INC,FRIENFI820OL,General Contractor,1,21000
FROG WORK LLC,FROGWWL792UN,General Contractor,1,750000
FRONTIER DOOR & CABINET INC,FRONTDC813L7,General Contractor,1,20000
FTS EXCAVATION LLC,FTSECAL795DB,General Contractor,1,2600
FULLER ELECTRIC INC,FULLEEI962BO,General Contractor,1,35000
FUTURE DIG LLC,FUTURDL761RS,General Contractor,1,10000
Farris Braun,FORUMCL786RN,Single Family/Duplex,1,125000
Foy Group Corporation,FOYGRGC875RZ,General Contractor,1,184809
G & D CONSTRUCTION,GDCONDC908OC,General Contractor,1,86000
G&Y CONSTRUCTION INC,GYCONCI792BN,General Contractor,1,51845
G6 RENOVATION LLC,G6RENRL893R7,General Contractor,1,375000
GAB CONSTRUCTION LLC,GABCOCL802NU,General Contractor,1,14500
GAGE CONSTRUCTION INC,GAGECCI893RM,General Contractor,1,20000
GALLAGHER CO LLC,GALLACL955RA,General Contractor,1,120000
GAMUT 360 GENERAL CONTRS LLC,GAMUT3G804RQ,General Contractor,1,600900
GAN CONSTRUCTION LLC,GANCOCL771J8,General Contractor,1,11000
GARAGES ETC INC,GARAGEI081B7,General Contractor,1,51969
GARCO CONSTRUCTION INC,GARCOCI928D5,General Contractor,1,70000
GC BUILDERS LLC,GCBUIBL799KP,General Contractor,1,52000
GENERAL MECHANICAL INC,GENERM*306QF,General Contractor,1,1500000
GIB DEVELOPMENT LLC,GIBDEDL887Q1,General Contractor,1,232098
GIBSON WORKS LLC,GIBSOWL752M3,General Contractor,1,568848
GLASS MASTERS WNDW CLNING LLC,GLASSMW826LQ,General Contractor,1,50000
GLOBAL BUILDING COMPANY LLC,GLOBABC791C2,General Contractor,1,95000
GLOBAL TRADE RESTORATION,GLOBATR857KG,General Contractor,1,25000
GLONG CONSTRUCTION CORP,GLONGCC947MM,General Contractor,1,2500000
GMC LANDSCAPES LLC,GMCLAL*814KM,General Contractor,1,50000
GO FAR CONSTRUCTION LLC,GOFARFC780PM,General Contractor,1,80000
GOAT GENERAL CONTRACTOR  LLC,GOATGGC782Q3,General Contractor,1,350000
GOOD HANDS CUSTOM FLOORING LLC,GOODHHC835K6,General Contractor,1,225000
GOODWIN CONSTRUCTION LLC,GOODWCL757JJ,General Contractor,1,300000
GORDON BROWN ASSOCIATES INC,GORDOBA077RA,General Contractor,1,70000
GOTROT,GOTRO**753DQ,General Contractor,1,10000
GRADWOHL LLC,GRADWL*902PO,General Contractor,1,2159575
GRAHAM CONST & MANAGEMENT INC,GRAHACM954CG,General Contractor,1,4379520
GRAVITY EXCAVATION LLC,GRAVIEL763PD,General Contractor,1,0
GREEN MAN BUILDERS LLC,GREENMB742CL,General Contractor,1,800000
GREEN PLANET RESTOR OF SEA,GREENPR751CJ,General Contractor,1,45000
GREEN PROPERTY SOLUTIONS LLC,GREENPS906LH,General Contractor,1,39962
GREEN VIEW WINDOWS INC,GREENVW752DM,General Contractor,1,6245
GREEN WAY CONSTRUCTION LLC,GREENWC939RO,General Contractor,1,370000
GREENE HOME REDESIGN INC,GREENHR821KN,General Contractor,1,50000
GREENLAKE HOME SERVICES,GREENHS763PH,General Contractor,1,12000
GREY WOLFE CONSTRUCTION INC,GREYWWC809P8,General Contractor,1,8000
GRM CONSTRUCTION LLC,GRMCOCL787KC,General Contractor,1,130031
GUSTAFSON VENTURES LLC,GUSTAVL825DM,General Contractor,1,20000
GUY LOFSTROM CONSTRUCTION LLC,GUYLOLC765P9,General Contractor,1,160000
GUZMAN HANDYMAN SERVICES LLC,GUZMAHS784BS,General Contractor,1,3500
Gateway Construction Services,GATEWCS992C3,Commercial,1,135886
Green Planet Plbg & Swr LLC,GREENPP791R3,General Contractor,1,25000
Green Spaces Landscaping LLC,GREENSL871R7,General Contractor,1,64300
Greg Appert Construction,GREGAAC861B4,General Contractor,1,65000
H&S MULTISERVICES LLC,HSMULML821CK,General Contractor,1,50000
H2H RENOVATION LLC,H2HRERL794JR,General Contractor,1,150000
HAAK CONSTRUCTION LLC,HAAKCCL840D9,General Contractor,1,100000
HABERDASH HOME LLC,HABERHL816Q1,General Contractor,1,150000
HAMMER AND HAND INC,HAMMEHI930M7,General Contractor,1,40000
HANDY ANDY RESTOR & REPAIR LLC,HANDYAR793RF,General Contractor,1,23982
HARD GROUND EXCAVATION LLC,HARDGGE809CL,General Contractor,1,72000
HARMATTA CONSTRUCTION INC,HARMACI066QW,General Contractor,1,20000
HARRINGTON TOWER SERVICES INC,HARRITS957KQ,General Contractor,1,10000
"HAWK HOUSE CONSTRUCTION, LLC",HAWKHHC781RN,General Contractor,1,422135
HAWK MECHANICAL CONTRS INC,HAWKMCI044PD,General Contractor,1,100000
HAYES DYNASTY LLC,HAYESDL839LO,General Contractor,1,108534
HAYNIE HOME IMPROVEMENT LLC,HAYNIHI816OZ,General Contractor,1,8000
HD Seattle LLC,HDSEAS*762QG,Single Family/Duplex,1,50000
HEADLAND CONSTRUCTION INC,HEADLCI083C5,General Contractor,1,30000
HEILMAN DECK & FENCE,HEILMDF895RH,General Contractor,1,10000
HEIRLOOM QUALITY MODERN LLC,HEIRLQM907BK,General Contractor,1,40000
HELLO REFRIGERATION LLC,HELLORL781NS,General Contractor,1,11500
HENDRIK CONSTRUCTION LLC,HENDRCL943CH,General Contractor,1,25000
HIGHMARK GENERL CNTRCTRS INC,HIGHMGC837OF,General Contractor,1,156407
HILINE HOMES,HILINH*769J3,General Contractor,1,382934
HINO TRAN LLC,HINOTTL751BM,General Contractor,1,19036
HODGE CONSTRUCTION INC,HODGEC*202PS,General Contractor,1,150000
HOFFMAN CUSTOM CONST LLC,HOFFMCC930KB,General Contractor,1,28000
HOLADAY PARKS INC,HOLADPI379N0,General Contractor,1,2100000
HOLT SERVICES INC,HOLTSSI771KB,General Contractor,1,100000
HOME REPAIRS/MIRENZI TILE,HOMERRT871PT,General Contractor,1,116000
HOMETOWN CONST & RMDLNG LLC,HOMETCR844QW,General Contractor,1,30000
HOMETOWN RENOVATION & CONS LLC,HOMETRC795D9,General Contractor,1,138633
HOPFCO LLC,HOPFCL*794MT,General Contractor,1,60000
HOUSEFIX LLC,HOUSEL*806NJ,General Contractor,1,16000
HPX REMODEL LLC,HPXRERL772KS,General Contractor,1,20000
HUIS CONSTRUCTION LLC,HUISCCL892NS,General Contractor,1,59143
HULL CONSTRUCTION LLC,HULLCCL800B3,General Contractor,1,13817
HURRICANE REAL ESTATE LLC,HURRIRE764L9,General Contractor,1,120000
Hoban Woodworks LLC,HOBANWL841DU,General Contractor,1,75000
Home Good Construction LLC,HOMEGGC805LK,General Contractor,1,31294
I&E TILE SERVICES LLC,IETILTS820OS,General Contractor,1,27000
I&R MANAGEMENT LLC,IRMANML800DE,General Contractor,1,250000
IAN JONES DESIGN BUILD LLC,IANJOJD770Q7,General Contractor,1,54000
IBEX STUDIOS LLC,IBEXSS*776JS,General Contractor,1,120000
ICHIBAN CONSTRUCTION LLC,ICHIBCL786J9,General Contractor,1,150000
ID SIDING INC,IDSIDSI796QT,General Contractor,1,60000
IGNITE HOME DESIGN LLC,IGNITHD763PQ,General Contractor,1,20939
IMA CONSTRUCTION GROUP LLC,IMACOCG826RQ,General Contractor,1,100000
INCA CONSTRUCTION INC,INCACCI967LH,General Contractor,1,350000
INFINITY BUILDERS & DEV LLC,INFINBD751CQ,General Contractor,1,109688
INLAND WASHINGTON LLC,INLANWL962OZ,General Contractor,1,30219
INREAL INC,INREAI*784MG,General Contractor,1,30000
INSIDE OUT CONSTRUCTION LLC,INSIDOC886JR,General Contractor,1,28000
INSPIRED REMODEL LLC,INSPIRL792RL,General Contractor,1,30000
INSULATION NORTHWEST LLC,INSULNL832BF,General Contractor,1,80000
INTEGRATED CONSTRUCTION LLC,INTEGCL768JA,General Contractor,1,80000
INTEGRITY ROOFING & CONST LLC,INTEGRC841J1,General Contractor,1,52018
INTERSTATE RESTORATION WA LLC,INTERRW905BH,General Contractor,1,200000
IRON DEVELOPMENT LLC,IRONDDL801RB,General Contractor,1,12000
IRON EARTH CONSTRUCTION LLC,IRONEEC782QN,General Contractor,1,350000
IRON WOLF CONSTRUCTION LLC,IRONWWC746CQ,General Contractor,1,95000
IVAZI CONSTRUCTION LLC,IVAZICL753BS,General Contractor,1,7500
IVY GROUP CONSTRUCTION LLC,IVYGRGC784QA,General Contractor,1,10000
Intercrus Decks,,Single Family/Duplex,1,10000
Iron and Pine Inc,IRONPPI812KA,Single Family/Duplex,1,5000
J & A DRYWALL INC,JDRYWDI939J7,General Contractor,1,6000
J D SMITH DESIGN & CONST,JDSMIDS893P1,General Contractor,1,138115
J HAGE CONSTRUCTION CO INC,JHAGEHC794OT,General Contractor,1,150000
J M BOGAN CO INC,JMBOGCI081MP,General Contractor,1,75000
J P LANDSCAPE SERVICES INC,JPLANSI000JP,General Contractor,1,50000
J R ABBOTT CONSTRUCTION INC,JRABBCI022JZ,General Contractor,1,150000
J W BUILDERS,JWBUIWB937PH,General Contractor,1,170000
J&AP CONSTRUCTION LLP,JAPCOCL826CE,General Contractor,1,100000
JAB DEVELOPMENT LLC,JABDEDL799LH,General Contractor,1,10000
JACOB A STROBL,,Single Family/Duplex,1,100000
JACOB PRO LLC,JACOBPL777MS,General Contractor,1,150000
JAMES E JOHN CONST CO INC,JAMESEJ173MM,General Contractor,1,100000
JE REMODELING SOLUTIONS LLC,JEREMRS781M7,General Contractor,1,156738
JEREMY THE CONTRACTOR LLC,JEREMCL765P9,General Contractor,1,7077
JERICHO FOUNDATION LLC,JERICFL772LZ,General Contractor,1,32000
JH KELLY LLC,JHKELLL044KF,General Contractor,1,2500000
JHB LTD,JHBLTL*968NQ,General Contractor,1,6000
JIA YUAN 7 LLC,JIAYUY7760MP,General Contractor,1,45000
JIGSAW CONSTRUCTION LLC,JIGSACL772J5,General Contractor,1,150000
JINWA CONSTRUCTION LLC,JINWACL759N6,General Contractor,1,5000
JIREH NEXT LEVEL CONSTRUCTION,JIREHNL762OC,General Contractor,1,14600
JJ CONST SERVS & REPAIRS LLC,JJCONCS789KR,General Contractor,1,57825
JKF CONSTRUCTION,JKFCOC*792CQ,General Contractor,1,132366
JM GENERAL CONTRACTOR LLC,JMGENGC805Q1,General Contractor,1,200000
